track_id,index,start_time_prefix,finish_time_last_activity
173715,23,2011-10-0109:59:09.501000+02:00,2011-10-1311:05:24.620000+02:00
173715,24,2011-10-0109:59:09.501000+02:00,2011-10-1311:05:24.620000+02:00
173715,25,2011-10-0109:59:09.501000+02:00,2011-10-1311:05:28.082000+02:00
173715,26,2011-10-0109:59:09.501000+02:00,2011-10-1311:05:29.082000+02:00
173718,1,2011-10-0110:37:38.363000+02:00,2011-10-0110:37:38.363000+02:00
173718,2,2011-10-0110:37:38.363000+02:00,2011-10-0110:37:39.363000+02:00
173718,3,2011-10-0110:37:38.363000+02:00,2011-10-0110:37:39.657000+02:00
173718,4,2011-10-0110:37:38.363000+02:00,2011-10-0110:38:20.967000+02:00
173718,5,2011-10-0110:37:38.363000+02:00,2011-10-0110:38:21.403000+02:00
173718,6,2011-10-0110:37:38.363000+02:00,2011-10-0110:38:48.454000+02:00
173718,7,2011-10-0110:37:38.363000+02:00,2011-10-0110:42:21.977000+02:00
173718,8,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:40.725000+02:00
173718,9,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:40.725000+02:00
173718,10,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:42.707000+02:00
173718,11,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:42.734000+02:00
173718,12,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:42.811000+02:00
173718,13,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:43.954000+02:00
173718,14,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:54.041000+02:00
173718,15,2011-10-0110:37:38.363000+02:00,2011-10-0110:44:58.974000+02:00
173718,16,2011-10-0110:37:38.363000+02:00,2011-10-0110:45:27.286000+02:00
173718,17,2011-10-0110:37:38.363000+02:00,2011-10-0110:46:52.915000+02:00
173718,18,2011-10-0110:37:38.363000+02:00,2011-10-0110:46:52.915000+02:00
173718,19,2011-10-0110:37:38.363000+02:00,2011-10-0110:46:54.210000+02:00
173718,20,2011-10-0110:37:38.363000+02:00,2011-10-0110:46:54.233000+02:00
173718,21,2011-10-0110:37:38.363000+02:00,2011-10-0110:46:54.333000+02:00
173718,22,2011-10-0110:37:38.363000+02:00,2011-10-0110:46:56.631000+02:00
173718,23,2011-10-0110:37:38.363000+02:00,2011-10-0110:47:14.211000+02:00
173718,24,2011-10-0110:37:38.363000+02:00,2011-10-0110:50:20.533000+02:00
173718,25,2011-10-0110:37:38.363000+02:00,2011-10-0110:50:29.475000+02:00
173718,26,2011-10-0110:37:38.363000+02:00,2011-10-0110:50:34.704000+02:00
173718,27,2011-10-0110:37:38.363000+02:00,2011-10-0816:29:16.320000+02:00
173718,28,2011-10-0110:37:38.363000+02:00,2011-10-0816:31:37.972000+02:00
173718,29,2011-10-0110:37:38.363000+02:00,2011-10-1010:54:21.749000+02:00
173718,30,2011-10-0110:37:38.363000+02:00,2011-10-1010:55:04.984000+02:00
173718,31,2011-10-0110:37:38.363000+02:00,2011-10-1010:55:05.278000+02:00
173718,32,2011-10-0110:37:38.363000+02:00,2011-10-1010:55:07.452000+02:00
173718,33,2011-10-0110:37:38.363000+02:00,2011-10-1312:09:25.043000+02:00
173718,34,2011-10-0110:37:38.363000+02:00,2011-10-1312:36:10.837000+02:00
173718,35,2011-10-0110:37:38.363000+02:00,2011-10-1312:36:12.529000+02:00
173718,36,2011-10-0110:37:38.363000+02:00,2011-10-1313:01:57.802000+02:00
173718,37,2011-10-0110:37:38.363000+02:00,2011-10-1313:05:42.290000+02:00
173718,38,2011-10-0110:37:38.363000+02:00,2011-10-1313:52:13.304000+02:00
173718,39,2011-10-0110:37:38.363000+02:00,2011-10-1313:53:16.314000+02:00
173718,40,2011-10-0110:37:38.363000+02:00,2011-10-1316:51:40.072000+02:00
173718,41,2011-10-0110:37:38.363000+02:00,2011-10-1317:12:01.909000+02:00
173718,42,2011-10-0110:37:38.363000+02:00,2011-10-1317:12:16.147000+02:00
173718,43,2011-10-0110:37:38.363000+02:00,2011-10-1317:14:13.926000+02:00
173718,44,2011-10-0110:37:38.363000+02:00,2011-10-1317:14:15.943000+02:00
173718,45,2011-10-0110:37:38.363000+02:00,2011-10-1317:14:26.112000+02:00
173718,46,2011-10-0110:37:38.363000+02:00,2011-10-1515:13:04.199000+02:00
173718,47,2011-10-0110:37:38.363000+02:00,2011-10-1515:17:31.488000+02:00
173718,48,2011-10-0110:37:38.363000+02:00,2011-10-1516:56:05.635000+02:00
173718,49,2011-10-0110:37:38.363000+02:00,2011-10-1516:56:14.624000+02:00
173718,50,2011-10-0110:37:38.363000+02:00,2011-10-1713:31:52.506000+02:00
173718,51,2011-10-0110:37:38.363000+02:00,2011-10-1713:32:51.911000+02:00
173718,52,2011-10-0110:37:38.363000+02:00,2011-10-1714:28:20.987000+02:00
173718,53,2011-10-0110:37:38.363000+02:00,2011-10-1714:28:36.881000+02:00
173718,54,2011-10-0110:37:38.363000+02:00,2011-10-1816:14:48.278000+02:00
173718,55,2011-10-0110:37:38.363000+02:00,2011-10-1816:46:24.246000+02:00
173718,56,2011-10-0110:37:38.363000+02:00,2011-10-1817:23:36.468000+02:00
173718,57,2011-10-0110:37:38.363000+02:00,2011-10-1817:46:32.956000+02:00
173718,58,2011-10-0110:37:38.363000+02:00,2011-10-1817:46:34.802000+02:00
173718,59,2011-10-0110:37:38.363000+02:00,2011-10-1908:40:06.443000+02:00
173718,60,2011-10-0110:37:38.363000+02:00,2011-10-1908:53:19.103000+02:00
173718,61,2011-10-0110:37:38.363000+02:00,2011-10-1908:53:21.372000+02:00
173718,62,2011-10-0110:37:38.363000+02:00,2011-10-1909:04:40.593000+02:00
173718,63,2011-10-0110:37:38.363000+02:00,2011-10-1909:17:01.695000+02:00
173718,64,2011-10-0110:37:38.363000+02:00,2011-10-1909:17:06.228000+02:00
173718,65,2011-10-0110:37:38.363000+02:00,2011-10-1909:24:19.095000+02:00
173718,66,2011-10-0110:37:38.363000+02:00,2011-10-2009:30:20.104000+02:00
173718,67,2011-10-0110:37:38.363000+02:00,2011-10-2009:30:32.963000+02:00
173718,68,2011-10-0110:37:38.363000+02:00,2011-10-2415:18:56.928000+02:00
173718,69,2011-10-0110:37:38.363000+02:00,2011-10-2415:24:55.532000+02:00
173718,70,2011-10-0110:37:38.363000+02:00,2011-10-2608:11:48.012000+02:00
173718,71,2011-10-0110:37:38.363000+02:00,2011-10-2608:12:36.217000+02:00
173718,72,2011-10-0110:37:38.363000+02:00,2011-10-2608:12:38.415000+02:00
173718,73,2011-10-0110:37:38.363000+02:00,2011-10-2709:02:10.475000+02:00
173718,74,2011-10-0110:37:38.363000+02:00,2011-10-2709:17:53.327000+02:00
173718,75,2011-10-0110:37:38.363000+02:00,2011-10-2709:17:53.327000+02:00
173718,76,2011-10-0110:37:38.363000+02:00,2011-10-2709:17:53.328000+02:00
173718,77,2011-10-0110:37:38.363000+02:00,2011-10-2709:17:53.328000+02:00
173718,78,2011-10-0110:37:38.363000+02:00,2011-10-2709:18:01.790000+02:00
173718,79,2011-10-0110:37:38.363000+02:00,2011-10-2709:18:02.790000+02:00
173721,1,2011-10-0111:07:33.279000+02:00,2011-10-0111:07:33.279000+02:00
173721,2,2011-10-0111:07:33.279000+02:00,2011-10-0111:07:34.279000+02:00
173721,3,2011-10-0111:07:33.279000+02:00,2011-10-0111:07:34.928000+02:00
173721,4,2011-10-0111:07:33.279000+02:00,2011-10-0111:08:17.093000+02:00
173721,5,2011-10-0111:07:33.279000+02:00,2011-10-0111:08:17.494000+02:00
173721,6,2011-10-0111:07:33.279000+02:00,2011-10-0111:09:08.607000+02:00
173721,7,2011-10-0111:07:33.279000+02:00,2011-10-0111:18:36.318000+02:00
173721,8,2011-10-0111:07:33.279000+02:00,2011-10-0111:20:47.605000+02:00
173721,9,2011-10-0111:07:33.279000+02:00,2011-10-0111:20:47.605000+02:00
173721,10,2011-10-0111:07:33.279000+02:00,2011-10-0111:20:49.026000+02:00
173721,11,2011-10-0111:07:33.279000+02:00,2011-10-0111:20:49.058000+02:00
173721,12,2011-10-0111:07:33.279000+02:00,2011-10-0111:20:49.150000+02:00
173721,13,2011-10-0111:07:33.279000+02:00,2011-10-0111:20:50.335000+02:00
173721,14,2011-10-0111:07:33.279000+02:00,2011-10-0111:21:20.844000+02:00
173721,15,2011-10-0111:07:33.279000+02:00,2011-10-0111:22:52.458000+02:00
173721,16,2011-10-0111:07:33.279000+02:00,2011-10-0111:26:32.199000+02:00
173721,17,2011-10-0111:07:33.279000+02:00,2011-10-0111:32:54.371000+02:00
173721,18,2011-10-0111:07:33.279000+02:00,2011-10-0414:44:10.559000+02:00
173721,19,2011-10-0111:07:33.279000+02:00,2011-10-0414:47:39.633000+02:00
173721,20,2011-10-0111:07:33.279000+02:00,2011-10-0609:49:01.348000+02:00
173721,21,2011-10-0111:07:33.279000+02:00,2011-10-0609:49:46.110000+02:00
173721,22,2011-10-0111:07:33.279000+02:00,2011-10-0609:49:46.253000+02:00
173721,23,2011-10-0111:07:33.279000+02:00,2011-10-0609:49:47.774000+02:00
173721,24,2011-10-0111:07:33.279000+02:00,2011-10-1009:32:46.394000+02:00
173721,25,2011-10-0111:07:33.279000+02:00,2011-10-1010:06:07.755000+02:00
173721,26,2011-10-0111:07:33.279000+02:00,2011-10-1010:06:09.471000+02:00
173721,27,2011-10-0111:07:33.279000+02:00,2011-10-1010:17:26.457000+02:00
173721,28,2011-10-0111:07:33.279000+02:00,2011-10-1010:20:04.927000+02:00
173721,29,2011-10-0111:07:33.279000+02:00,2011-10-1011:40:34.365000+02:00
173721,30,2011-10-0111:07:33.279000+02:00,2011-10-1011:42:32.977000+02:00
173721,31,2011-10-0111:07:33.279000+02:00,2011-10-1014:15:47.451000+02:00
173721,32,2011-10-0111:07:33.279000+02:00,2011-10-1014:22:14.231000+02:00
173721,33,2011-10-0111:07:33.279000+02:00,2011-10-1016:22:05.322000+02:00
173721,34,2011-10-0111:07:33.279000+02:00,2011-10-1016:28:25.531000+02:00
173721,35,2011-10-0111:07:33.279000+02:00,2011-10-1016:28:25.531000+02:00
173721,36,2011-10-0111:07:33.279000+02:00,2011-10-1016:28:29.918000+02:00
173721,37,2011-10-0111:07:33.279000+02:00,2011-10-1016:28:30.918000+02:00
173724,1,2011-10-0111:52:13.305000+02:00,2011-10-0111:52:13.305000+02:00
173724,2,2011-10-0111:52:13.305000+02:00,2011-10-0111:52:14.305000+02:00
173724,3,2011-10-0111:52:13.305000+02:00,2011-10-0111:52:14.576000+02:00
173724,4,2011-10-0111:52:13.305000+02:00,2011-10-0111:53:00.740000+02:00
173724,5,2011-10-0111:52:13.305000+02:00,2011-10-0112:04:34.265000+02:00
173724,6,2011-10-0111:52:13.305000+02:00,2011-10-0112:12:27.600000+02:00
173724,7,2011-10-0111:52:13.305000+02:00,2011-10-0112:19:56.702000+02:00
173724,8,2011-10-0111:52:13.305000+02:00,2011-10-0112:20:54.061000+02:00
173724,9,2011-10-0111:52:13.305000+02:00,2011-10-0112:20:54.150000+02:00
173724,10,2011-10-0111:52:13.305000+02:00,2011-10-0112:20:55.527000+02:00
173724,11,2011-10-0111:52:13.305000+02:00,2011-10-0113:24:12.098000+02:00
173724,12,2011-10-0111:52:13.305000+02:00,2011-10-0113:27:08.763000+02:00
173724,13,2011-10-0111:52:13.305000+02:00,2011-10-0114:01:52.452000+02:00
173724,14,2011-10-0111:52:13.305000+02:00,2011-10-0114:02:01.804000+02:00
173724,15,2011-10-0111:52:13.305000+02:00,2011-10-0115:12:31.862000+02:00
173724,16,2011-10-0111:52:13.305000+02:00,2011-10-0115:15:17.707000+02:00
173724,17,2011-10-0111:52:13.305000+02:00,2011-10-0311:31:38.846000+02:00
173724,18,2011-10-0111:52:13.305000+02:00,2011-10-0311:33:42.129000+02:00
173724,19,2011-10-0111:52:13.305000+02:00,2011-10-0315:37:41.290000+02:00
173724,20,2011-10-0111:52:13.305000+02:00,2011-10-0315:48:17.469000+02:00
173724,21,2011-10-0111:52:13.305000+02:00,2011-10-0315:48:20.505000+02:00
173724,22,2011-10-0111:52:13.305000+02:00,2011-10-0315:48:21.505000+02:00
173727,1,2011-10-0112:08:45.663000+02:00,2011-10-0112:08:45.663000+02:00
173727,2,2011-10-0112:08:45.663000+02:00,2011-10-0112:08:46.663000+02:00
173727,3,2011-10-0112:08:45.663000+02:00,2011-10-0112:08:46.803000+02:00
173727,4,2011-10-0112:08:45.663000+02:00,2011-10-0112:09:30.362000+02:00
173727,5,2011-10-0112:08:45.663000+02:00,2011-10-0112:09:31.362000+02:00
173730,1,2011-10-0112:36:07.943000+02:00,2011-10-0112:36:07.943000+02:00
173730,2,2011-10-0112:36:07.943000+02:00,2011-10-0112:36:08.943000+02:00
173730,3,2011-10-0112:36:07.943000+02:00,2011-10-0112:36:09.207000+02:00
173730,4,2011-10-0112:36:07.943000+02:00,2011-10-0112:36:59.265000+02:00
173730,5,2011-10-0112:36:07.943000+02:00,2011-10-0112:36:59.652000+02:00
173730,6,2011-10-0112:36:07.943000+02:00,2011-10-0113:52:49.258000+02:00
173730,7,2011-10-0112:36:07.943000+02:00,2011-10-0113:55:31.990000+02:00
173730,8,2011-10-0112:36:07.943000+02:00,2011-10-0115:14:58.530000+02:00
173730,9,2011-10-0112:36:07.943000+02:00,2011-10-0115:15:12.440000+02:00
173730,10,2011-10-0112:36:07.943000+02:00,2011-10-0115:15:21.163000+02:00
173730,11,2011-10-0112:36:07.943000+02:00,2011-10-0115:31:19.388000+02:00
173730,12,2011-10-0112:36:07.943000+02:00,2011-10-0115:31:39.115000+02:00
173730,13,2011-10-0112:36:07.943000+02:00,2011-10-0115:36:06.372000+02:00
173730,14,2011-10-0112:36:07.943000+02:00,2011-10-0115:40:08.254000+02:00
173730,15,2011-10-0112:36:07.943000+02:00,2011-10-0115:40:08.255000+02:00
173730,16,2011-10-0112:36:07.943000+02:00,2011-10-0115:40:09.986000+02:00
173730,17,2011-10-0112:36:07.943000+02:00,2011-10-0115:40:10.012000+02:00
173730,18,2011-10-0112:36:07.943000+02:00,2011-10-0115:40:10.083000+02:00
173730,19,2011-10-0112:36:07.943000+02:00,2011-10-0115:40:12.281000+02:00
173730,20,2011-10-0112:36:07.943000+02:00,2011-10-0115:43:00.152000+02:00
173730,21,2011-10-0112:36:07.943000+02:00,2011-10-0115:48:39.764000+02:00
173730,22,2011-10-0112:36:07.943000+02:00,2011-10-0816:16:59.088000+02:00
173730,23,2011-10-0112:36:07.943000+02:00,2011-10-0816:20:20.579000+02:00
173730,24,2011-10-0112:36:07.943000+02:00,2011-10-1020:47:16.049000+02:00
173730,25,2011-10-0112:36:07.943000+02:00,2011-10-1020:49:26.790000+02:00
173730,26,2011-10-0112:36:07.943000+02:00,2011-10-1110:46:18.902000+02:00
173730,27,2011-10-0112:36:07.943000+02:00,2011-10-1110:47:04.332000+02:00
173730,28,2011-10-0112:36:07.943000+02:00,2011-10-1119:54:03.544000+02:00
173730,29,2011-10-0112:36:07.943000+02:00,2011-10-1119:55:07.690000+02:00
173730,30,2011-10-0112:36:07.943000+02:00,2011-10-1215:36:27.719000+02:00
173730,31,2011-10-0112:36:07.943000+02:00,2011-10-1215:37:20.679000+02:00
173730,32,2011-10-0112:36:07.943000+02:00,2011-10-1318:34:47.253000+02:00
173730,33,2011-10-0112:36:07.943000+02:00,2011-10-1318:35:43.994000+02:00
173730,34,2011-10-0112:36:07.943000+02:00,2011-10-1410:20:21.189000+02:00
173730,35,2011-10-0112:36:07.943000+02:00,2011-10-1410:21:08.195000+02:00
173730,36,2011-10-0112:36:07.943000+02:00,2011-10-1410:21:08.488000+02:00
173730,37,2011-10-0112:36:07.943000+02:00,2011-10-1410:21:10.086000+02:00
173730,38,2011-10-0112:36:07.943000+02:00,2011-10-1912:25:18.775000+02:00
173730,39,2011-10-0112:36:07.943000+02:00,2011-10-1913:20:03.327000+02:00
173730,40,2011-10-0112:36:07.943000+02:00,2011-10-1913:20:05.181000+02:00
173730,41,2011-10-0112:36:07.943000+02:00,2011-10-1913:23:54.742000+02:00
173730,42,2011-10-0112:36:07.943000+02:00,2011-10-1913:32:57.273000+02:00
173730,43,2011-10-0112:36:07.943000+02:00,2011-10-1913:34:34.009000+02:00
173730,44,2011-10-0112:36:07.943000+02:00,2011-10-1913:36:44.465000+02:00
173730,45,2011-10-0112:36:07.943000+02:00,2011-10-1918:55:05.396000+02:00
173730,46,2011-10-0112:36:07.943000+02:00,2011-10-1919:11:47.711000+02:00
173730,47,2011-10-0112:36:07.943000+02:00,2011-10-2008:10:10.268000+02:00
173730,48,2011-10-0112:36:07.943000+02:00,2011-10-2008:10:34.048000+02:00
173730,49,2011-10-0112:36:07.943000+02:00,2011-10-2008:10:36.080000+02:00
173730,50,2011-10-0112:36:07.943000+02:00,2011-10-2009:37:43.040000+02:00
173730,51,2011-10-0112:36:07.943000+02:00,2011-10-2010:08:54.418000+02:00
173730,52,2011-10-0112:36:07.943000+02:00,2011-10-2010:08:56.355000+02:00
173730,53,2011-10-0112:36:07.943000+02:00,2011-10-2010:18:21.411000+02:00
173730,54,2011-10-0112:36:07.943000+02:00,2011-10-2010:27:48.591000+02:00
173730,55,2011-10-0112:36:07.943000+02:00,2011-10-2010:43:25.263000+02:00
173730,56,2011-10-0112:36:07.943000+02:00,2011-10-2010:45:04.247000+02:00
173730,57,2011-10-0112:36:07.943000+02:00,2011-10-2010:45:06.646000+02:00
173730,58,2011-10-0112:36:07.943000+02:00,2011-10-2011:55:35.390000+02:00
173730,59,2011-10-0112:36:07.943000+02:00,2011-10-2012:00:44.987000+02:00
173730,60,2011-10-0112:36:07.943000+02:00,2011-10-2012:00:47.010000+02:00
173730,61,2011-10-0112:36:07.943000+02:00,2011-10-2012:19:37.251000+02:00
173730,62,2011-10-0112:36:07.943000+02:00,2011-10-2012:32:33.048000+02:00
173730,63,2011-10-0112:36:07.943000+02:00,2011-10-2013:51:25.207000+02:00
173730,64,2011-10-0112:36:07.943000+02:00,2011-10-2013:52:22.540000+02:00
173730,65,2011-10-0112:36:07.943000+02:00,2011-10-2016:25:05.793000+02:00
173730,66,2011-10-0112:36:07.943000+02:00,2011-10-2016:25:39.915000+02:00
173730,67,2011-10-0112:36:07.943000+02:00,2011-10-2016:25:42.079000+02:00
173730,68,2011-10-0112:36:07.943000+02:00,2011-10-2016:55:11.416000+02:00
173730,69,2011-10-0112:36:07.943000+02:00,2011-10-2106:15:05.392000+02:00
173730,70,2011-10-0112:36:07.943000+02:00,2011-10-2109:01:28.362000+02:00
173730,71,2011-10-0112:36:07.943000+02:00,2011-10-2109:05:10.854000+02:00
173730,72,2011-10-0112:36:07.943000+02:00,2011-10-2109:06:55.307000+02:00
173730,73,2011-10-0112:36:07.943000+02:00,2011-10-2109:08:14.250000+02:00
173730,74,2011-10-0112:36:07.943000+02:00,2011-10-2109:08:14.251000+02:00
173730,75,2011-10-0112:36:07.943000+02:00,2011-10-2109:08:14.251000+02:00
173730,76,2011-10-0112:36:07.943000+02:00,2011-10-2109:08:14.251000+02:00
173730,77,2011-10-0112:36:07.943000+02:00,2011-10-2109:08:21.511000+02:00
173730,78,2011-10-0112:36:07.943000+02:00,2011-10-2109:08:22.511000+02:00
173733,1,2011-10-0112:39:33.037000+02:00,2011-10-0112:39:33.037000+02:00
173733,2,2011-10-0112:39:33.037000+02:00,2011-10-0112:39:34.037000+02:00
173733,3,2011-10-0112:39:33.037000+02:00,2011-10-0112:39:34.130000+02:00
173733,4,2011-10-0112:39:33.037000+02:00,2011-10-0112:40:14.782000+02:00
173733,5,2011-10-0112:39:33.037000+02:00,2011-10-0114:54:11.886000+02:00
173733,6,2011-10-0112:39:33.037000+02:00,2011-10-0114:54:53.037000+02:00
173733,7,2011-10-0112:39:33.037000+02:00,2011-10-0114:54:56.346000+02:00
173733,8,2011-10-0112:39:33.037000+02:00,2011-10-0114:54:57.346000+02:00
173736,1,2011-10-0113:01:57.813000+02:00,2011-10-0113:01:57.813000+02:00
173736,2,2011-10-0113:01:57.813000+02:00,2011-10-0113:01:58.813000+02:00
