track_id,index,event_name,finish,start
173718,48,W_Nabellenincompletedossiers,2011-10-15 16:56:05+00:00,2011-10-15 15:17:31+00:00
173718,49,W_Nabellenincompletedossiers,2011-10-15 16:56:14+00:00,2011-10-15 16:56:05+00:00
173718,50,W_Nabellenincompletedossiers,2011-10-17 13:31:52+00:00,2011-10-15 16:56:14+00:00
173718,51,W_Nabellenincompletedossiers,2011-10-17 13:32:51+00:00,2011-10-17 13:31:52+00:00
173718,52,W_Nabellenincompletedossiers,2011-10-17 14:28:20+00:00,2011-10-17 13:32:51+00:00
173718,53,W_Nabellenincompletedossiers,2011-10-17 14:28:36+00:00,2011-10-17 14:28:20+00:00
173718,54,W_Nabellenincompletedossiers,2011-10-18 16:14:48+00:00,2011-10-17 14:28:36+00:00
173718,55,W_Nabellenincompletedossiers,2011-10-18 16:46:24+00:00,2011-10-18 16:14:48+00:00
173718,56,W_Nabellenincompletedossiers,2011-10-18 17:23:36+00:00,2011-10-18 16:46:24+00:00
173718,57,W_Validerenaanvraag,2011-10-18 17:46:32+00:00,2011-10-18 17:23:36+00:00
173718,58,W_Nabellenincompletedossiers,2011-10-18 17:46:34+00:00,2011-10-18 17:46:32+00:00
173718,59,W_Validerenaanvraag,2011-10-19 08:40:06+00:00,2011-10-18 17:46:34+00:00
173718,60,W_Nabellenincompletedossiers,2011-10-19 08:53:19+00:00,2011-10-19 08:40:06+00:00
173718,61,W_Validerenaanvraag,2011-10-19 08:53:21+00:00,2011-10-19 08:53:19+00:00
173718,62,W_Nabellenincompletedossiers,2011-10-19 09:04:40+00:00,2011-10-19 08:53:21+00:00
173718,63,W_Nabellenincompletedossiers,2011-10-19 09:17:01+00:00,2011-10-19 09:04:40+00:00
173718,64,W_Nabellenincompletedossiers,2011-10-19 09:17:06+00:00,2011-10-19 09:17:01+00:00
173718,65,W_Nabellenincompletedossiers,2011-10-19 09:24:19+00:00,2011-10-19 09:17:06+00:00
173718,66,W_Nabellenincompletedossiers,2011-10-20 09:30:20+00:00,2011-10-19 09:24:19+00:00
173718,67,W_Nabellenincompletedossiers,2011-10-20 09:30:32+00:00,2011-10-20 09:30:20+00:00
173718,68,W_Nabellenincompletedossiers,2011-10-24 15:18:56+00:00,2011-10-20 09:30:32+00:00
173718,69,W_Nabellenincompletedossiers,2011-10-24 15:24:55+00:00,2011-10-24 15:18:56+00:00
173718,70,W_Nabellenincompletedossiers,2011-10-26 08:11:48+00:00,2011-10-24 15:24:55+00:00
173718,71,W_Validerenaanvraag,2011-10-26 08:12:36+00:00,2011-10-26 08:11:48+00:00
173718,72,W_Nabellenincompletedossiers,2011-10-26 08:12:38+00:00,2011-10-26 08:12:36+00:00
173718,73,W_Validerenaanvraag,2011-10-27 09:02:10+00:00,2011-10-26 08:12:38+00:00
173718,74,O_ACCEPTED,2011-10-27 09:17:53+00:00,2011-10-27 09:02:10+00:00
173718,75,A_APPROVED,2011-10-27 09:17:53+00:00,2011-10-27 09:17:53+00:00
173718,76,A_REGISTERED,2011-10-27 09:17:53+00:00,2011-10-27 09:17:53+00:00
173718,77,A_ACTIVATED,2011-10-27 09:17:53+00:00,2011-10-27 09:17:53+00:00
173718,78,W_Validerenaanvraag,2011-10-27 09:18:01+00:00,2011-10-27 09:17:53+00:00
173718,79,END,2011-10-27 09:18:02+00:00,2011-10-27 09:18:01+00:00
173721,1,START,2011-10-01 11:07:33+00:00,2011-10-01 11:07:33+00:00
173721,2,A_SUBMITTED,2011-10-01 11:07:34+00:00,2011-10-01 11:07:33+00:00
173721,3,A_PARTLYSUBMITTED,2011-10-01 11:07:34+00:00,2011-10-01 11:07:34+00:00
173721,4,A_PREACCEPTED,2011-10-01 11:08:17+00:00,2011-10-01 11:07:34+00:00
173721,5,W_Completerenaanvraag,2011-10-01 11:08:17+00:00,2011-10-01 11:08:17+00:00
173721,6,W_Completerenaanvraag,2011-10-01 11:09:08+00:00,2011-10-01 11:08:17+00:00
173721,7,A_ACCEPTED,2011-10-01 11:18:36+00:00,2011-10-01 11:09:08+00:00
173721,8,O_SELECTED,2011-10-01 11:20:47+00:00,2011-10-01 11:18:36+00:00
173721,9,A_FINALIZED,2011-10-01 11:20:47+00:00,2011-10-01 11:20:47+00:00
173721,10,O_CREATED,2011-10-01 11:20:49+00:00,2011-10-01 11:20:47+00:00
173721,11,O_SENT,2011-10-01 11:20:49+00:00,2011-10-01 11:20:49+00:00
173721,12,W_Nabellenoffertes,2011-10-01 11:20:49+00:00,2011-10-01 11:20:49+00:00
173721,13,W_Completerenaanvraag,2011-10-01 11:20:50+00:00,2011-10-01 11:20:49+00:00
173721,14,W_Nabellenoffertes,2011-10-01 11:21:20+00:00,2011-10-01 11:20:50+00:00
173721,15,W_Nabellenoffertes,2011-10-01 11:22:52+00:00,2011-10-01 11:21:20+00:00
173721,16,W_Nabellenoffertes,2011-10-01 11:26:32+00:00,2011-10-01 11:22:52+00:00
173721,17,W_Nabellenoffertes,2011-10-01 11:32:54+00:00,2011-10-01 11:26:32+00:00
173721,18,W_Nabellenoffertes,2011-10-04 14:44:10+00:00,2011-10-01 11:32:54+00:00
173721,19,W_Nabellenoffertes,2011-10-04 14:47:39+00:00,2011-10-04 14:44:10+00:00
173721,20,W_Nabellenoffertes,2011-10-06 09:49:01+00:00,2011-10-04 14:47:39+00:00
173721,21,O_SENT_BACK,2011-10-06 09:49:46+00:00,2011-10-06 09:49:01+00:00
173721,22,W_Validerenaanvraag,2011-10-06 09:49:46+00:00,2011-10-06 09:49:46+00:00
173721,23,W_Nabellenoffertes,2011-10-06 09:49:47+00:00,2011-10-06 09:49:46+00:00
173721,24,W_Validerenaanvraag,2011-10-10 09:32:46+00:00,2011-10-06 09:49:47+00:00
173721,25,W_Nabellenincompletedossiers,2011-10-10 10:06:07+00:00,2011-10-10 09:32:46+00:00
173721,26,W_Validerenaanvraag,2011-10-10 10:06:09+00:00,2011-10-10 10:06:07+00:00
173721,27,W_Nabellenincompletedossiers,2011-10-10 10:17:26+00:00,2011-10-10 10:06:09+00:00
173721,28,W_Nabellenincompletedossiers,2011-10-10 10:20:04+00:00,2011-10-10 10:17:26+00:00
173721,29,W_Nabellenincompletedossiers,2011-10-10 11:40:34+00:00,2011-10-10 10:20:04+00:00
173721,30,W_Nabellenincompletedossiers,2011-10-10 11:42:32+00:00,2011-10-10 11:40:34+00:00
173721,31,W_Nabellenincompletedossiers,2011-10-10 14:15:47+00:00,2011-10-10 11:42:32+00:00
173721,32,W_Nabellenincompletedossiers,2011-10-10 14:22:14+00:00,2011-10-10 14:15:47+00:00
173721,33,W_Nabellenincompletedossiers,2011-10-10 16:22:05+00:00,2011-10-10 14:22:14+00:00
173721,34,O_DECLINED,2011-10-10 16:28:25+00:00,2011-10-10 16:22:05+00:00
173721,35,A_DECLINED,2011-10-10 16:28:25+00:00,2011-10-10 16:28:25+00:00
173721,36,W_Nabellenincompletedossiers,2011-10-10 16:28:29+00:00,2011-10-10 16:28:25+00:00
173721,37,END,2011-10-10 16:28:30+00:00,2011-10-10 16:28:29+00:00
173724,1,START,2011-10-01 11:52:13+00:00,2011-10-01 11:52:13+00:00
173724,2,A_SUBMITTED,2011-10-01 11:52:14+00:00,2011-10-01 11:52:13+00:00
173724,3,A_PARTLYSUBMITTED,2011-10-01 11:52:14+00:00,2011-10-01 11:52:14+00:00
173724,4,W_Afhandelenleads,2011-10-01 11:53:00+00:00,2011-10-01 11:52:14+00:00
173724,5,W_Afhandelenleads,2011-10-01 12:04:34+00:00,2011-10-01 11:53:00+00:00
173724,6,W_Afhandelenleads,2011-10-01 12:12:27+00:00,2011-10-01 12:04:34+00:00
173724,7,W_Afhandelenleads,2011-10-01 12:19:56+00:00,2011-10-01 12:12:27+00:00
173724,8,A_PREACCEPTED,2011-10-01 12:20:54+00:00,2011-10-01 12:19:56+00:00
173724,9,W_Completerenaanvraag,2011-10-01 12:20:54+00:00,2011-10-01 12:20:54+00:00
173724,10,W_Afhandelenleads,2011-10-01 12:20:55+00:00,2011-10-01 12:20:54+00:00
173724,11,W_Completerenaanvraag,2011-10-01 13:24:12+00:00,2011-10-01 12:20:55+00:00
173724,12,W_Completerenaanvraag,2011-10-01 13:27:08+00:00,2011-10-01 13:24:12+00:00
173724,13,W_Completerenaanvraag,2011-10-01 14:01:52+00:00,2011-10-01 13:27:08+00:00
173724,14,W_Completerenaanvraag,2011-10-01 14:02:01+00:00,2011-10-01 14:01:52+00:00
173724,15,W_Completerenaanvraag,2011-10-01 15:12:31+00:00,2011-10-01 14:02:01+00:00
173724,16,W_Completerenaanvraag,2011-10-01 15:15:17+00:00,2011-10-01 15:12:31+00:00
173724,17,W_Completerenaanvraag,2011-10-03 11:31:38+00:00,2011-10-01 15:15:17+00:00
173724,18,W_Completerenaanvraag,2011-10-03 11:33:42+00:00,2011-10-03 11:31:38+00:00
173724,19,W_Completerenaanvraag,2011-10-03 15:37:41+00:00,2011-10-03 11:33:42+00:00
173724,20,A_DECLINED,2011-10-03 15:48:17+00:00,2011-10-03 15:37:41+00:00
173724,21,W_Completerenaanvraag,2011-10-03 15:48:20+00:00,2011-10-03 15:48:17+00:00
173724,22,END,2011-10-03 15:48:21+00:00,2011-10-03 15:48:20+00:00
173727,1,START,2011-10-01 12:08:45+00:00,2011-10-01 12:08:45+00:00
173727,2,A_SUBMITTED,2011-10-01 12:08:46+00:00,2011-10-01 12:08:45+00:00
173727,3,A_PARTLYSUBMITTED,2011-10-01 12:08:46+00:00,2011-10-01 12:08:46+00:00
173727,4,A_DECLINED,2011-10-01 12:09:30+00:00,2011-10-01 12:08:46+00:00
173727,5,END,2011-10-01 12:09:31+00:00,2011-10-01 12:09:30+00:00
173730,1,START,2011-10-01 12:36:07+00:00,2011-10-01 12:36:07+00:00
173730,2,A_SUBMITTED,2011-10-01 12:36:08+00:00,2011-10-01 12:36:07+00:00
173730,3,A_PARTLYSUBMITTED,2011-10-01 12:36:09+00:00,2011-10-01 12:36:08+00:00
173730,4,A_PREACCEPTED,2011-10-01 12:36:59+00:00,2011-10-01 12:36:09+00:00
173730,5,W_Completerenaanvraag,2011-10-01 12:36:59+00:00,2011-10-01 12:36:59+00:00
173730,6,W_Completerenaanvraag,2011-10-01 13:52:49+00:00,2011-10-01 12:36:59+00:00
173730,7,W_Completerenaanvraag,2011-10-01 13:55:31+00:00,2011-10-01 13:52:49+00:00
173730,8,W_Completerenaanvraag,2011-10-01 15:14:58+00:00,2011-10-01 13:55:31+00:00
173730,9,W_Completerenaanvraag,2011-10-01 15:15:12+00:00,2011-10-01 15:14:58+00:00
173730,10,W_Completerenaanvraag,2011-10-01 15:15:21+00:00,2011-10-01 15:15:12+00:00
173730,11,W_Completerenaanvraag,2011-10-01 15:31:19+00:00,2011-10-01 15:15:21+00:00
173730,12,W_Completerenaanvraag,2011-10-01 15:31:39+00:00,2011-10-01 15:31:19+00:00
173730,13,A_ACCEPTED,2011-10-01 15:36:06+00:00,2011-10-01 15:31:39+00:00
173730,14,O_SELECTED,2011-10-01 15:40:08+00:00,2011-10-01 15:36:06+00:00
173730,15,A_FINALIZED,2011-10-01 15:40:08+00:00,2011-10-01 15:40:08+00:00
173730,16,O_CREATED,2011-10-01 15:40:09+00:00,2011-10-01 15:40:08+00:00
173730,17,O_SENT,2011-10-01 15:40:10+00:00,2011-10-01 15:40:09+00:00
173730,18,W_Nabellenoffertes,2011-10-01 15:40:10+00:00,2011-10-01 15:40:10+00:00
173730,19,W_Completerenaanvraag,2011-10-01 15:40:12+00:00,2011-10-01 15:40:10+00:00
173730,20,W_Nabellenoffertes,2011-10-01 15:43:00+00:00,2011-10-01 15:40:12+00:00
173730,21,W_Nabellenoffertes,2011-10-01 15:48:39+00:00,2011-10-01 15:43:00+00:00
173730,22,W_Nabellenoffertes,2011-10-08 16:16:59+00:00,2011-10-01 15:48:39+00:00
173730,23,W_Nabellenoffertes,2011-10-08 16:20:20+00:00,2011-10-08 16:16:59+00:00
173730,24,W_Nabellenoffertes,2011-10-10 20:47:16+00:00,2011-10-08 16:20:20+00:00
173730,25,W_Nabellenoffertes,2011-10-10 20:49:26+00:00,2011-10-10 20:47:16+00:00
173730,26,W_Nabellenoffertes,2011-10-11 10:46:18+00:00,2011-10-10 20:49:26+00:00
173730,27,W_Nabellenoffertes,2011-10-11 10:47:04+00:00,2011-10-11 10:46:18+00:00
173730,28,W_Nabellenoffertes,2011-10-11 19:54:03+00:00,2011-10-11 10:47:04+00:00
173730,29,W_Nabellenoffertes,2011-10-11 19:55:07+00:00,2011-10-11 19:54:03+00:00
173730,30,W_Nabellenoffertes,2011-10-12 15:36:27+00:00,2011-10-11 19:55:07+00:00
173730,31,W_Nabellenoffertes,2011-10-12 15:37:20+00:00,2011-10-12 15:36:27+00:00
173730,32,W_Nabellenoffertes,2011-10-13 18:34:47+00:00,2011-10-12 15:37:20+00:00
173730,33,W_Nabellenoffertes,2011-10-13 18:35:43+00:00,2011-10-13 18:34:47+00:00
173730,34,W_Nabellenoffertes,2011-10-14 10:20:21+00:00,2011-10-13 18:35:43+00:00
173730,35,O_SENT_BACK,2011-10-14 10:21:08+00:00,2011-10-14 10:20:21+00:00
173730,36,W_Validerenaanvraag,2011-10-14 10:21:08+00:00,2011-10-14 10:21:08+00:00
173730,37,W_Nabellenoffertes,2011-10-14 10:21:10+00:00,2011-10-14 10:21:08+00:00
173730,38,W_Validerenaanvraag,2011-10-19 12:25:18+00:00,2011-10-14 10:21:10+00:00
173730,39,W_Nabellenincompletedossiers,2011-10-19 13:20:03+00:00,2011-10-19 12:25:18+00:00
173730,40,W_Validerenaanvraag,2011-10-19 13:20:05+00:00,2011-10-19 13:20:03+00:00
173730,41,W_Nabellenincompletedossiers,2011-10-19 13:23:54+00:00,2011-10-19 13:20:05+00:00
173730,42,W_Nabellenincompletedossiers,2011-10-19 13:32:57+00:00,2011-10-19 13:23:54+00:00
173730,43,W_Nabellenincompletedossiers,2011-10-19 13:34:34+00:00,2011-10-19 13:32:57+00:00
